version,reference,template,name,service,created_at,owner,bom_value,site,network,engine,coordinates,transmitter,lat,lon,alt,frq,txw,bwi,powerUnit,receiver,rxlat,rxlon,rxalt,rxg,rxs,feeder,flt,fll,fcc,antenna,mode,txg,txl,ant,azi,tlt,hbw,vbw,fbr,pol,model,pm,pe,ked,rel,environment,elevation,landcover,buildings,obstacles,clt,output,units,col,out,ber,mod,nf,res,rad
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW900 (L-UHF-1W-1.2M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW900,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,320,1,1.2,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW900 (L-UHF-1W-20M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW900,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,320,1,20,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW900 (U-UHF-1W-1.2M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW900,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,720,1,1.2,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW900 (U-UHF-1W-20M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW900,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,720,1,20,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW900 (L-1W-1.2M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW900,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,1250,1,1.2,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW900 (L-1W-20M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW900,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,1250,1,20,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW900 (S-1W-1.2M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW900,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,2545,1,1.2,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW900 (S-1W-20M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW900,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,2545,1,20,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW900 (S-1W-1.2M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW900,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,2440,1,1.2,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW900 (S-1W-20M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW900,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,2440,1,20,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW950 IC (S-1W-1.2M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW950 IC,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,2440,1,1.2,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW950 IC (S-1W-20M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW950 IC,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,2440,1,20,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW135 (L-UHF-0.1W-1.2M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW135,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,390,0.1,1.2,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW135 (S-0.1W-40M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW135,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,390,0.1,40,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW135 (S-20W-1.2M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW135,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,390,20,1.2,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW135 (S-20W-40M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW135,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,390,20,40,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW135 (U-UHF-0.1W-1.2M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW135,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,720,0.1,1.2,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW135 (U-UHF-0.1W-40M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW135,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,720,0.1,40,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW135 (U-UHF-20W-1.2M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW135,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,720,20,1.2,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW135 (U-UHF-20W-40M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW135,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,720,20,40,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW135 (L-0.1W-1.2M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW135,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,1250,0.1,1.2,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW135 (L-0.1W-40M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW135,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,1250,0.1,40,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW135 (L-20W-1.2M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW135,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,1250,20,1.2,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW135 (L-20W-40M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW135,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,1250,20,40,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW135 (S-0.1W-1.2M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW135,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,2545,0.1,1.2,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW135 (S-0.1W-40M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW135,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,2545,0.1,40,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW135 (S-20W-1.2M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW135,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,2545,20,1.2,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW135 (S-20W-40M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW135,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,2545,20,40,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW860 (L-UHF-1W-1.2M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW860,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,390,1,1.2,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW860 (L-UHF-1W-20M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW860,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,390,1,20,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW860 (U-UHF-1W-1.2M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW860,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,720,1,1.2,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW860 (U-UHF-1W-20M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW860,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,720,1,20,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW860 (L-1W-1.2M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW860,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,1250,1,1.2,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW860 (L-1W-20M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW860,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,1250,1,20,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW860 (S-1W-1.2M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW860,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,2545,1,1.2,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW860 (S-1W-20M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW860,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,2545,1,20,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW860IC (S-1W-1.2M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW860IC,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,2440,1,1.2,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW860IC (S-1W-20M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW860IC,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,2440,1,20,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW880 (L-UHF-1W-1.2M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW880,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,320,1,1.2,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
CloudRF-API-v3.4.0,https://cloudrf.com/documentation/developer/swagger-ui/,,TW880 (L-UHF-1W-40M),SOOTHSAYER https://dev.cloudrf.com,2022-11-09T12:49:49+00:00,1,0,TW880,PS,2,1,,50.78986000000000000000000000000000000,-1.10786100000000000000000000000000000,1,320,1,40,W,,50.78611438537990000000000000000000000,-1.14327671736349000000000000000000000,1,0,10,,1,0,0,1,template,0,0,1,0,0,0,0,1,v,,1,2,1,90,1,2,1,0,0,Minimal.clt,,m,SNR.db,4,0,0,-110,10,4
